PRODUCTO ;group;Marca;CATEGORIA;;;
OBECLOX  30MG C/60 CAPS ;;;;;;
O-Dolex 150g Talco (Avant);;;;;;
O-DOLEX 300 GR Talco (Avant);;;;;;
OJO ROJO 5ML;;;;;;
Omega 3 c/90 Tabs (Sandy);;;;;;
OMEOPRAZOL 20MG C/60 CAPS (BAYER);;;;;;
OMIFIN 50MG C/30 TABS (AVENTIS)                   ;;;;;;
ONCOLIVE C/90 1G (SANDY);;;;;;
ONCOLIVE C/90 TABS (SANDY) ;;;;;;
ONOTON C/20 TABS (SANOFI);;;;;;
ONOTON C/50 TABS (SANOFI);;;;;;
OPTICAL DEVLYN EQ GOTAS  ;;;;;;
ORDEGAN C/10 TABS KETOROLACO/ TRAMADOL (RAAM);;;;;;
OREGANO C/60 CAPSULAS (ANAHUAC)                   ;;;;;;
ORTIGA + AJO REY AZUL C/60 TABS;;;;;;
ORTIGA + AJO REY VERDE C/60 TABS;;;;;;
ORTIGA C/30 TABS (BOTANICA SANTIAGO);;;;;;
ORTORA SOL GOTAS 20ML NEOMICINA, LIDOCAINA (SONS)                   ;;SONS;ANTIBIOTICO;;;
OSAKO 15ML SPRAY PROPOLEO Y EUCALIPTO (OSAKO);;;;;;
OSIDEA GL C/1 SOBRES 100MG SILDENAFIL GEL ORAL (AVIVIA);;;;;;
OSIDEA GL C/4 SOBRES 100MG SILDENAFIL GEL ORAL (AVIVIA);;;;;;
OTILIN SOL GOTAS 20ML NEOMICINA, LIDOCAINA (COLLINS)                   ;;COLLINS;ANTIBIOTICO;;;
OTO ENI 10ML CIPROFLOXACINO, HIDROCORTISONA Y LIDOCAINA (GROOSMAN);;;;;;
OTOLONE 5ML GOTAS SOL (LOREN);;LOREN;ANTIBIOTICO;;;
OXITAL-C FORTE C/10 TABS EFERVECENTES  SABOR NARANJA (SERRAL);;;;;;
OXYGRICOL C/12 TABS (RIMSA);;;;;;
PALADAC'S 150ML SUSP (PFIZER);;;;;;
PALMOLIVE BRILLANTINA 199ML (PALMOLIVE);;;;;;
PALMOLIVE BRILLANTINA 99ML (PALMOLIVE);;;;;;
PALSIN STRESS 500MG C/24 CAPS (MEDICAMENTOS NATURALES)    ;;;;;;
PANCLASA C/20 CÁPSULAS  floroglucinol trimetilfloroglucinol  (ATLANTIS)                 ;;;;;;
PANCLASA C/5 AMP 2ML INY (ATLANTIS);;;;;;
PANCLASA GOTAS CÓLICO INF 30ML (ATLANTIS)         ;;;;;;
PANGAVIT PEDIATRICO 120ML (CHURCH AND DWIGHT);;;;;;
PANGAVIT TAB (CHURCH AND DWIGHT);;;;;;
PANOTO-S 100ML  HEDERA HELIX (SIEGFRIED-RHEIN) ;;SIEGFRIED RHEIN;ANTITUSIGENO;;;
PANTOPRAZOL 20MG C/7 TABS (AMSA) ;;;;;;
Pantoprazol c/30 Caps;;;;;;
Pantozol 40mg c/7 Tabs Pantoprazol (Nycomed);;;;;;
PARAMIX 500MG C/6 GRAGEAS NITAZOXANIDA (LIOMONT);;;;;;
PAROXETINA 20MG  C/20 TABS (PSICOFARMA);;PSICOFARMA;ANTIDEPRESIVO;;;
PAROXETINA 20MG C/10 TABS (AMSA);;;;;;
PAROXETINA 20MG C/10 TABS (AVIVIA);;;;;;
PAROXETINA 20MG C/10 TABS (ULTRA);;;;;;
PAROXETINA 20MG c/10 TABS. (NOVAG) ;;;;;;
PASMODIL C/1 AMP Butilhioscina ó Hioscina+Paracetamo (COLLINS);;;;;;
PASMODIL DUO C/24 TABS Butilhioscina ó Hioscina+Paracetamo (COLLINS);;;;;;
PASTA COLGATE 50ML ;;;;;;
PASTA DE LASSAR OXIDO DE ZINC 145GR (COYOACAN QUIMICA);;COYOACAN QUIMICA;BARRERA PARA PIEL ;;;
PASTA LASSAR 110 GR (COYOACAN QUIMICA);;COYOACAN QUIMICA;BARRERA PARA PIEL ;;;
Pasta Lassar 50g Oxido de Zinc (Coyoacan Quimica);;COYOACAN QUIMICA;BARRERA PARA PIEL ;;;
PATECTOR ROSA C/1 AMP (CARNOT LABORATORIOS)            ;;CARNOT LABORATORIOS;ANTICONCEPTIVO;;;
PEBANIC 200MG C/100 TABS CARBAMAZEPINA (VICTORY);;;;;;
PEDIALYTE 500ML CEREZA C/12 (ABBOTT);;;;;;
PEDIALYTE 500ML COCO C/12 (ABBOTT);;;;;;
PEDIALYTE 500ML DURAZNO C/12 (ABBOTT);;;;;;
PEDIALYTE 500ML MANZANA C/12 (ABBOTT);;;;;;
Peine Saca Piojos de Acero (Gadiz);;;;;;
PEINES PARA PIOJOS GRANDE C/12 (PREMIER);;;;;;
PENSIRAL 400MG C/30 CAPS (SERRAL);;;;;;
PENTOXIFILINA 400MG C/30 TABS (AMSA);;;;;;
PENTREXCILINA 72PZ C/2TABS (BIOQUIMICA MEED)      ;;;;;;
PENTREXCILINA 9.4GR (RRX)                         ;;;;;;
PENTREXCILINA NF INF CEREZA 237ML (BIOQUIMICA MEED;;;;;;
PENTREXYL 100MG GOTAS (BRISTOL-MYERS SQUIBB);;;;;;
PENTREXYL 125MG SUSP (BRISTOL-MYERS SQUIBB);;;;;;
PENTREXYL 250MG C/3 AMP  (BRISTOL-MYERS SQUIBB);;;;;;
PENTREXYL 250MG/5ML SUSP (BRISTOL-MYERS SQUIBB);;;;;;
PENTREXYLIN 500 C/30 CAPS (BIOQUIMICA MEED)       ;;;;;;
PEPTIMAX C/12 TABLETAS (COLUMBIA)                 ;;;;;;
PEPTO-BISMOL 118ML SUSP (PROCTER & GAMBLE);;PROCTER & GAMBLE;INDIGESTION;;;
PEPTO-BISMOL C/100 TABS (PROCTER & GAMBLE)        ;;PROCTER & GAMBLE;INDIGESTION;;;
PEPTO-BISMOL SUSP 236ML (PROCTER & GAMBLE)        ;;PROCTER & GAMBLE;INDIGESTION;;;
PEPTO-BISMOL TIRA C/24 TABS (PROCTER & GAMBLE)    ;;PROCTER & GAMBLE;INDIGESTION;;;
PERIOSAN 100MG C/10 CAPS DOXICICILINA (VITAE);;;;;;
PERLAS DE ETER C/3 C/50 BOLSITAS  (sanax);;SANAX;INDIGESTION;;;
PERLAS DE ETER C/50 (LA FLOR);;LA FLOR;INDIGESTION;;;
Perlas de Higado de Tiburon c/90 Tabletas (Dina);;;;;;
PERLUDIL C/1 AMP ALGESTONA/ ESTRADIUOL (COLLINS) ;;COLLINS;ANTICONCEPTIVO;;;
PERLUTAL C/1 AMP (BOEHRINGER INGELHEIM)           ;;BOEHRINGER INGELHEIM;ANTICONCEPTIVO;;;
PHARBEN 100MG C/20 CAPS BENZONATATO (GEL PHARMA);;;;;;
PHARMACAINE SPRAY 115ML LIDOCAINA (QUIMPHARMA);;QUIMPHARMA;ANESTESICO TOPICO;;;
PHARMATON C/100 CAPS (BOEHRINGER INGELHEIM)         ;;BOEHRINGER INGELHEIM;VITAMINA;;;
PHARMATON C/30 CAPS (BOEHRINGER INGELHEIM)    ;;BOEHRINGER INGELHEIM;VITAMINA;;;
PHARMATON COMPLEX C/100 CAPS (BOEHRINGER INGELHEIM);;;;;;
PHARMATON MATRUELLE C/60 CAPS (BOEHRINGER INGELHEIM);;;;;;
PHARSENG C/30 CAPS PANAX GISENG (PHARMA GEL);;;;;;
PICOSEND 11ML SOL (ARMSTRONG);;;;;;
Piel Sana Jabon;;;;;;
PINTURA DE ROPA COLOR AZUL ;;;;;;
PINTURA DE ROPA COLOR NEGRO ;;;;;;
PIREMOL 300MG C/3 SUP (LOEFFLER)                  ;;;;;;
PIRIMIR 100MG C/24 TABS (MEDLEY)                  ;;;;;;
Piroxicam 20mg c/20 Tabs (Ultra) ;;ULTRA;ANTIINFLAMATORIO;;;
PISACAINA 115ML ATOMIZADOR LIDOCAINA (PISA);;PISA;ANESTESICO TOPICO;;;
PISACAINA 2% FRASCO 20MG/50ML LIDOCAINA (PISA);;PISA;ANESTESICO TOPICO;;;
PLANEX C/30 CAPS (RIMSA)                          ;;;;;;
PLANTILLAS HONGOSAN                               ;;;;;;
PLAQUENIL 200MG HIDROXICLOROQUINA (SANOFI);;;;;;
PLASIL ENZIMATICO C/30 GRAGEAS (MEDLEY);;;;;;
PODOFILIA #2 BUSTILLOS 5ML (BUSTILLOS)            ;;BUSTILLOS;VERRUGAS;;;
POINTTS VERRUGAS (GENOMMA);;;;;;
POLI-VI-SOL PEDIATRICO (SIEGFRIED RHEIN);;;;;;
Polvos de Juanes 7g c/50 Sobres (Crystal);;;;;;
POMADA 7 FLORES 120GR (EKO)                   ;;;;;;
POMADA AJO 125GR  (EKO);;;;;;
POMADA ALCANFOR 100G (EKO);;;;;;
POMADA AZUFRE 100G (EKO);;;;;;
POMADA BELLADONA 100GR (EKO);;;;;;
POMADA BLANCAVIT 120GR (EKO);;;;;;
POMADA CALENDULA CON TEPEZCOUITE 120GR (ECO);;;;;;
POMADA CAMPANA TEPEZCOHUITE 35G;;;;;;
POMADA CEBO DE COYOTE 100G (EKO);;;;;;
POMADA DE AZUFRE 125GR (EKO);;;;;;
Pomada de la Abuela 125gr ;;;;;;
POMADA DE MAMEY 125GR (EKO);;;;;;
POMADA DE MANZANA (EKO);;;;;;
POMADA DE OXIDO DE ZINC 50GR                      ;;;;;;
POMADA DE PEYOTE;;;;;;
POMADA DE SAVILA 50GR ;;;;;NO HAY EQUIVALENTE EN GENERICO;
POMADA DE VENENO DE ABEJA 100GR                   ;;;;;;
POMADA DEL TIGRE 100G (EKO);;;;;;
POMADA DISPAN DOBLE 40MG                       ;;;;;;
POMADA DRAGON 19G;;;;;;
POMADA LA CAMPANA;;;;;;
POMADA MILAGROSA 100G (EKO);;;;;;
POMADA NATURAL NUTRISAN                           ;;;;;;
POMADA PAN PUERCO 50GR (GISEL);;;;;;
POMADA QUERATOLITICA                              ;;;;;;
POMADA TEPEZCOHUITE 100G (EKO);;;;;;
POMADA TEPEZCOUITE 125GR (ARBOL VIDA);;;;;;
POMADA VENENO ABEJA C/ VIBORA;;;;;;
POMADA ZORRILLO 100G (EKO);;;;;;
POMDA DE AJOLOTE CON ACEITE DE SABILA 125GR ;;;;;;
POND'S CLARANT B3 100G PIEL NORMAL A SECA ;;;;;;
POND'S CLARANT B3 200G PIEL NORMAL A SECA;;;;;;
POND'S CLARANT B3 400G PIEL NORMAL A SECA ;;;;;;
POPRAM 40MG /14 TABS PANTOPRAZOL (AMSA);;;;;;
POROXALIN ;;;;;;
POSIPEN 500MG C/12 CAPS (SANFER);;;;;;
POSTDAY C/2 COMPRIMIDOS 0.75G (INV FARMACÉUTICAS) ;;INV FARMACEUTICAS;ANTICONCEPTIVO;;;
POSTINOR UNIDOSIS C/1 TAB (GEDEON RICHTER)        ;;;;;;
PRAMIGEL C/10 TABS (CARNOT);;;;;;
PRAMIGEL C/20 TABS (CARNOT);;;;;;
PRASIVER 10MG C/15 TABS PRAVASTATINA (MAVER);;MAVER;DISLIPIDEMIA;;;
PRAVASTATINA 10MG C/15 TABS;;;;;;
PREBIOS PRUEBA DE EMBARAZO C/10;;;;;;
PREMARIN C/28 TABLETAS (PFIZER)  ;;;;;;
PREMARIN C/42 TABLETAS (PFIZER)                   ;;;;;;
PREPARATION H UNGUENTO;;;;;;
PRESISTIN 10MG C/30 TABS CISAPRIDA (MAVER);;;;;;
PRIMAZEN 10MG C/100 TABS ENALAPRIL (VICTORY);;;;;;
PRIMAZEN 20MG C/100 TABS ENALAPRIL (VICTORY);;VICTORY;ANTIHIPERTENSIVO;;;
PRIMAZEN 5MG C/100 TABS ENALAPRIL (VICTORY);;;;;;
PRIMOTESTON DEPOT 250MG C/1 AMP TESTOSTERONA (BAYER) ;;BAYER;DEFICIENCIA DE TESTOSTERONA;;;
PRINDEX NEO PEDIATRICO 15ML (ARMSTRONG);;;;;;
PROCTOACID 100MG C/5 SUPOSITORIOS (NYCOMED);;;;;;
PROCTOACID 50GR (TAKEDA)                          ;;;;;;
PROCTO-GLYVENOL 30GR (NOVARTIS)                   ;;;;;;
PROCTO-GLYVENOL C/5 SUPOSITORIOS 400MG-40MG (NOVARTIS);;;;;;
PRODOLINA 500MG C/10 TABLETAS (PROMECO)           ;;;;;;
PRODOLINA C/3 AMP (PROMECO);;;;;;
PROGYL 30 VITAMINA A,C Y D MIEL, PROPOLEEO Y GORDOLOBO (PNS) ;;PNS;VITAMINA;;;
PROGYLUTON  C/21 GRAGEAS ESTRADIOL-NOGESTREL (BAYER);;;;;;
PRONTOL 100MG C/20 TABS METOPROLOL  (NOVAG);;;;;;
PROPANOLOL 80MG C/100 TABS ;;;;;;
PROSGUTT C/40 CAPS;;;;;;
PROSTABEN C/90 TABS (SANDY);;;;;;
PROVERA 10MG C/10 MEDROXIPROGESTERONA  (PFIZER);;;;;;
PROVERA MEDROXIPROGESTERONA  5MG c/24 TAB (PFIZER);;;;;;
PROVIRON 250MG C/10 TABS (bayer);;;;;;
PTX 500 C/30 CAPS(NORDIMEX)                       ;;;;;;
Pulmo Calcio 180ml (L. Lopez);;;;;;
PULMO CALCIO ANTIGRIPAL EXHIBIDOR C/100 TABS (L. LOPEZ);;L LOPEZ;ANTIGRIPAL;;;
PULMO CALCIO FRESA EXHIBIDOR C/200 CARAMELOS (L. LOPEZ);;L LOPEZ;ANTIGRIPAL;;;
PULMOGRIP 120ML JARABE;;;;;;
PULMONAROM 3ML C/20 AMP (SANOFI);;;;;;
PULMONARUM C/10 AMP LISADOS BACTERIANOS (SANOFI);;;;;;
QG5 C/10 TABLETAS (GENOMMA LAB) ;;;;;;
QG5 C/30 TABLETAS (GENOMMA LAB)   ;;GENOMMA LAB;COLITIS;;;
QLAIRA C/28 TABLETAS (BAYER) ;;BAYER;ANTICONCEPTIVO;;;
QUADRIDERM NF 15GR (SANFER)              ;;;;;;
QUIMARA 3G CREMA 5% (LIOMONT)                           ;;;;;;
Quita Dolor Gel 200ml  (C.B. Marylu);;;;;;
RABANO YODADO 340MML (PROSA);;PROSA;SUPLEMENTO;;;
RANISEN 150MG 1+1 C/20 TABS (SENOSIAIN)           ;;SENOSIAIN;;;;
RANISEN 150MG C/60 TABS TABS (SENOSIAIN)    ;;;;;;
RANISEN 300MG 1+1 C/10 TABS (SENOSIAIN)    ;;;;;;
RANITIDINA 150MG C/100 TABS ;;;;;;
RANITIDINA 300MG C/10 TABS (AMSA);;AMSA;ANTI ACIDO;;;
RANITIDINA 50MG/2ML INYECATBLE (AMSA);;;;;;
RANTUDIL 60MG C/14 TABS ;;;;;;
Recoveron-C 40 (Armstrong);;;;;;
RECOVERÓN-N 40GR (ARMSTRONG)                      ;;;;;;
RECTANYL 0.05% 30GR CREMA (GALDERMA) ;;;;;;
REDAFLAM 100MG C/10 TABS ;;;;;;
Redalip 200mg c/30 Tabs Bezafibrato (Maver);;;;;;
REDDY 120ML ADULTO AMBROXOL/DEXTROMETORFANO (PISA);;PISA;ANTITUSIGENO;;;
REDOTEX C/30 TABS (DIALICELS);;DIALICELS;PERDIDA PESO ;;;
REDOXON 1G SOL INY 10ML (BAYER);;;;;;
REDOXON 1GR  NARANJA C/10 TABS (BAYER)            ;;;;;;
REGENESIS MAX OMEGA 3 C/30 TABS (DHA);;;;;;
RELIVIUM 100MG c/60 + 60 TABS TRAMADOL (SBL);;SBL;ANALGESICO OPIOIDE;;;
RENALIP C/90  TABS 1G (SANDY);;;;;;
REPELENTE DE INSECTOS 60ML (JALOMA);;;;;EQUIVALENTE DE PATENTE ES DESENFRIOLITO PERO DE 60ML;
RESFRIOLI-TO BB RUB 50GR (RRX)                    ;;;;;;
RESFRIOL-ITO CHILDRENS 118ML (RRX)                ;;;;;;
RESPICIL ADULTO INY (SENOSIAIN);;SENOSIAIN;ANTIBIOTICO;;NO HAY EQUIVALENTE EN GENERICO;
RETARDIN LOCION 15ML                              ;;;;;;
RETIN-A 0.05% 40G (JANSSEN)                           ;;;;;;
RETOFLAM  15MG C/10 TABS MELOXICAM  (ULTRA);;;;;;
Reumadol Balsamo 125g;;;;;;
REUMATOLUM 60 GRS;;;;;;
Reumofan Plus Verde C/30 Tabs (Riger Naturals);;;;;;
REUMOPHAN C/20 TABS (GRISI);;;;;;
REVITRON PLEX C/30 CAPS GINKO BILOBA, PANAX GINSENG (GEL PHARMA);;;;;;
REXONA DESODORANTE SPRAY;;;;;;
R-Flex c/30 Tabs (Dina);;;;;;
R-GAST 500MG C/30 TABS (DINA);;;;;;
RICITOS DE ORO SHAMPOO 100ML (GRIS);;;;;;
Rimel Aguacate Organico (Hollywood)  (USA);;;;;;
Rimel Alargador (Hollywood)  (USA);;;;;;
RIMEL ALARGADOR 13GR TAPA AZUL (BQ);;;;;;
Rimel Argan Oro Liquido (Hollywood)  (USA);;;;;;
RIMEL BLACK NIGHT 13GR (BQ);;;;;;
Rimel Definidas (Hollywood)  (USA);;;;;;
RIMEL ENGROSADOR 13GR (BQ) ;;;;;;
RIMEL EXTENCION 13GR (BQ);;;;;;
Rimel Extra Largas (Hollywood)  (USA);;;;;;
Rimel Extra Volumen (Hollywood)  (USA);;;;;;
RIMEL HENNA 13GR (BQ);;;;;;
RIMEL MAKE UP PINK 13GR (BQ);;;;;;
Rimel Mamey Organico (Hollywood)  (USA);;;;;;
RIMEL TE VERDE 13GR (BQ);;;;;;
Rimel Volumen Alargador (Hollywood)  (USA);;;;;;
Riñobien 1g c/90 Tabs (Dina);;;;;;
RIOPAN 10ML C/10 SOBRES  (NYCOMED);;NYCOMED;ANTI ACIDO;;;
RIOPAN ANTIACIDO C/24 TABS (NYCOMED)              ;;NYCOMED;ANTI ACIDO;;;
RIOPAN GEL ANTIACIDO 250ML (TAKEDA)               ;;TAKEDA;ANTI ACIDO;;;
RIXTAL 100MG C/15 TABS ITRACONAZOL (NOVAG);;NOVAG;ANTIFUNGICO;;;
RM FLEX 850MG C/30 CAPS ;;;;;;
ROBAX GOLD C/24 TABS 500MG/200MG METOCARBAMOL/ IBUPROFENO (PFIZER);;PFIZER;ANALGESICO ;;;
ROCAINOL BALSAMO 45G (CIA);;;;;;
ROCAVIT C/30 CAPS MULTI VITAMINAS (GEL PHARMA);;;;;;
Rosa Mosqueta Crema 120g;;;;;;
ROTUMAL 25MG C/30 CAPS DICLOFENACO (GEL PHARMA);;;;;;
R-Press c/Chia 500mg c/30 Tabs (Dina);;;;;;
RUMOQUIN N.F C/90 TABS (MARCEL);;;;;;
RUMOQUIN NF C/10 TABS (SCHOEN) ;;;;;;
RUMOQUIN NF C/20 TABS (SCHOEN) ;;;;;;
RUVOLSY 12MG C/30 CAPS CASSIA ANGUSTIFOLIA (GEL PHARMA);;;;;;
Sabila 400mg c/150 (La Salud es Primero);;;;;;
SabiNopal 500mg c/150 Tabs (Dina);;;;;;
SADOCIN 120ML JARABE ;;;;;;
Sahumerio Azteca (Productos Trebol);;;;;;
SAL DE UVAS PICOT C/10 SOBRES (BRISTOL-MYERS SQUIBB);;BRISTOL-MYERS SQUIBB;ANTIHIPERTENSIVO;;;
SAL DE UVAS PICOT C/12 SOBRES (BRISTOL-MYERS SQUIBB);;;;;;
SAL DE UVAS PICOT C/50 SOBRES (BRISTOL-MYERS SQUIBB);;;;;;
SALOFALK 500MG C/4;;;;;;
SALSA LA PERRONA ;;;;;;
SALUFILA SOL 500ML ;;;;;;
SANBORNS COLONIA 115ML (GENNOMA LAB);;;;;;
SANGRE DE VENADO PREPARADA  (ESOTERICO);;;;;;
Sanzadoll duo 37.5/325 mg c/20 Tabs;;;;;;
SARIDON 500MG C/100 COMPRIMIDOS (BAYER);;;;;;
SARIDON 500MG C/20 COMPRIMIDOS (BAYER);;BAYER;ANALGESICO;;;
SAVILE CREMA ACEITE DE ARGAN RIZO 300ML C/2 ;;;;;;
SAVILE CREMA CHILE RIZO 300ML C/2 ;;;;;;
SAVILE SHAMPOO ACEITE DE ARGAN 750ML;;;;;;
SAVILE SHAMPOO AGUACATE 750ML;;;;;;
SAVILE SHAMPOO KERATINA 750ML;;;;;;
SAVILE SHAMPOO SABILA/MIEL 750ML ;;;;;;
SBELTA C/90 TABS 1G (SANDY);;;;;;
SbeltNat 850mg c/90 Capsulas (Nature's ´P.e.t. );;;;;;
SCABISAN 60G CREMA PERMETRINA (CHINOIN)            ;;CHINOIN;SARNA;;;
Scabisan Emulsion 120ml Permetrina (Chinoin);;;;;;
Sebryl Shampoo 150ml;;;;;;
SEDALMERCK C/20 TABS (MERCK);;;;;;
SEDALMERCK C/40 TABS NUEVA IMAGEN (MERCK)                      ;;MERCK ;ANALGESICO;;;
SEDALMERCK EXHIBIDOR C/200 TABS (MERK)                      ;;MERCK ;ANALGESICO;;;
SEDALMERCK MAX C/24 TABLETAS (MERCK)              ;;;;;;
SEDANTREX VAL C/60 CAPS (VIDA HERBAL);;;;;;
SEGFEMIOL c/21 TABS. 0.15/0.03 MG.(FARMA HISPANO);;FARMA HISPANO;ANTICONCEPTIVO;;;
SEGFEMIOL c/28 TABS. 0.15/0.03 MG.(FARMA HISPANO);;FARMA HISPANO ;ANTICONCEPTIVO;;;
SELECTIVE 10MG C/14;;;;;;
SELOKEN ZOK 95MG C/20 TABS (AZTRA ZENECA);;;;;;
SEMILLA DE BRASIL C/10 FRASCOS 15ML C/U ;;;;;;
SENOKOT 15MG C/18 TAB (NOVARTIS);;;;;;
SENOKOT F 17.2MG C/30 TABLETAS (NOVARTIS)         ;;;;;;
SENOSIAIN ADULTO C/10 SUPOSITORIOS (SENOSIAIN);;SENOSIAIN;ESTRENIMIENTO;;;
SENOSIAIN BEBE C/10 SUPOSITORIOS (SENOSIAIN);;SENOSIAIN;ESTRENIMIENTO;;;
SENOSIAIN INFANTIL C/10 SUPOSITORIOS (SENOSIAIN);;SENOSIAIN;ESTRENIMIENTO;;;
SENSIBIT ALERGIAS 10MG C/10 TABS (LIOMONT);;;;;;
Sensibit D c/12 Tabs Loratadina, Fenilefrina, Paracetamol (Liomont);;LIOMONT;ANTIGRIPAL;;;
Sensibit D Pediatrico 120ml Fenilefrina, Loratadina, Paracetamol (Liomont);;LIOMONT;ANTIGRIPAL;;;
SENSIBIT INF 5MG C/10 TABS LORATADINA (LIOMONT);;;;;;
SEPIBEST 200MG C/20 TABS CARBAMAZEPINA (BEST);;;;;;
SERRACAL 500MG C/12 TABS (SERRAL);;;;;;
SERTRALINA 50MG C/14 TABS (TEMPUSPHARMA);;;;;;
SEXTASIS HOMBRE C/60 TABS (SANDY);;;;;;
SEXTASIS MUJER C/60 TABS (SANDY);;;;;;
SHAMPOO A BASE DE SAVILA                          ;;;;;;
SHAMPOO ACEITE DE OSO (GIZEH) ;;;;;;
SHAMPOO ALMENDRAS OLIVO Y RICINO 550ML(INDIO P)   ;;;;;;
SHAMPOO ARGAN DE MARRUECOS 550ML (INDIO PAPAGO)   ;;;;;;
Shampoo Bergamota 500ml (Aucar);;;;;;
SHAMPOO CABALLO 1.1.L (VIDARELA);;;;;;
SHAMPOO CABALLO 550ML (INDIO PAPAGO)              ;;;;;;
SHAMPOO CHILE (MEGAMIX) ;;;;;;
SHAMPOO COLA DE CABALLO 1.1 L (INDIO PAPAGO);;;;;;
SHAMPOO CON AC.DE JOJOBA 240ML (INDIO PAPAGO)     ;;;;;;
SHAMPOO CRE-C FEM 3 PIEZAS 250ML;;;;;;
SHAMPOO CRE-C MAX 1 PIEZA 250ML + 1 PIEZA TRATAMIENTO NOCTURNO GEL 150G ;;;;;;
SHAMPOO CRE-C MAX 3 PIEZAS 250ML;;;;;;
SHAMPOO DE TEPEZCOUITE (OCOTZAL);;;;;;
SHAMPOO HAIRKLYN 59ML (NORDIMEX)                  ;;;;;;
SHAMPOO HENNA EGIPTO 400ML (GN+VIDA);;;;;;
SHAMPOO HENNA+NOGAL 550ML (INDIO PAPAGO)          ;;;;;;
SHAMPOO HERBAL ARBOL DE TE+ROMERO 550ML (INDIO P) ;;;;;;
SHAMPOO NEEM+VITAMINAS 550ML (INDIO PAPAGO)       ;;;;;;
SHAMPOO PARA BEBE 120ML (JALOMA);;;;;;
SHAMPOO REPELENTE PARA PIOJOS 250ML (INDIO PAPAGO);;;;;;
SHAMPOO REPELENTE PARA PIOJOS 550ML (INDIO PAPAGO);;;;;;
SHAMPOO SANGRE DE GRADO CON ESPINOSILLA (GIZEH);;;;;;
SHAMPOO ZAPOYULO 550ML (INDIO PAPAGO);;;;;;
SHAMPOO/REPELENTE XTERMIN PIOJOS FRUTAS 550ML     ;;;;;;
SHAMPOO/REPELENTE XTERMIN PIOJOS SANDIA 550ML     ;;;;;;
SHOT B GS MAX C/30 TABS (GENOMMA);;;;;;
SHOT-B C/30 CAPS (GENOMMA);;;;;;
SHOT-B DIABETICO C/30 CAPS (GENOMMA);;;;;;
SHOT-B GS C/30 + 30 CAPS (GENOMMA);;;;;;
SHOT-B GS C/30 CAPS (GENOMMA);;;;;;
SHOT-B I.Q. C/30 TABS (GENOMMA);;;;;;
SIES 200MG C/20 CAPS (CETUS)                      ;;;;;;
Siete Machos Jabon 90g (Urania)  (USA);;URANIA;HIGIENE PERSONAL ;;;
Siete Machos Locion 1000ml (Urania)  (USA);;URANIA ;;;;
SIETE MACHOS LOCION 10ML (URANIA);;URANIA ;;;;
Siete Machos Locion 110ml (Urania)  (USA);;URANIA ;;;;
Siete Machos Locion 250ml (Urania)  (USA);;URANIA ;;;;
Siete Machos Locion 400ml (Urania)  (USA);;URANIA ;;;;
Siete Machos Locion 750ml (Urania)  (USA);;URANIA ;;;;
Siete Machos Perfume 30ml (Urania)  (USA);;URANIA ;;;;
SIETE MACHOS SPRAY 220ML (URANIA);;URANIA ;;;;
SILDENAFIL 100MG C/1 TAB (HORMONA);;;;;;
Silimarino 1gc/60 Tabletas (Dina);;;;;;
SILIMARINO 800MG C/90 (FARNAT);;;;;;
SILIMARINO C/60 1G (SANDY);;;;;;
SILKA-MEDIC GEL 30G TERBINAFINA (GENOMMA);;GENOMMA LAB;ANTIFUNGICO;;;
SIMILAXOL C/50 TAB;;;ESTRENIMIENTO;;;
SIMPLEX C/60 TABLETAS (NARTEX LABS)               ;;;;;;
SINGASTRI C/90 TABS 1G (SANDY);;;;;;
SINTROCID c/100 TABS. 0.100 MG.Levotiroxina Sódica (COLLINS);;;;;;
SINUBERASE C/10 AMP ESPORAS BACILLUS (SANOFI);;;;;;
SINUBERASE C/12 COMPRIMIDOS ESPORAS BACILLUS (SANOFI);;;;;;
SINUBERASE C/20 AMP ESPORAS BACILLUS (SANOFI);;;;;;
SINUBERASE C/48 COMPRIMIDOS ESPORAS BACILLUS (SANOFI);;;;;;
SINUBERASE C/5 AMP ESPORAS BACILLUS (SANOFI);;;;;;
SIRACUX ADULTO 120 ML OXELADINA+AMBROXOL  (MAVER);;MAVER;ANTITUSIGENO;;;
SIRACUX INF 120 ML OXELADINA+AMBROXOL  (MAVER);;MAVER;ANTITUSIGENO;;;
SITO-GRIX 120ML HEDERA HELIX (CMD);;CMD;ANTITUSIGENO;;;
SIXOL 1MG C/30 TABS COLCHICINA (BIOMEP);;;;;;
SOLDRIN OFTÁLMICO 10ML (PISA)                     ;;PISA;ANTIBIOTICO;;;
SOLDRIN OTICO 10ML (PISA)                         ;;PISA;ANTIBIOTICO;;;
SOLUCION REMOVEDORA DE VERRUGAS 9ML (CERTUS PHARMA);;;;;;
SOLUTINA F GOTAS 20ML (ALCON)                     ;;ALCON;OJO ROJO;;;
SOLUTINA F GOTAS 20ML (ALCON) BLISTER                    ;;;;;;
SOLUTINA OJO ROJO 15ML (ALCON)                    ;;;;;;
SONS  25MG C/30 TABS DIFENIDOL (SONS);;;;;;
SOSTENON 250 (SCHERING-PLOUGH)                    ;;;;;;
SOVICLOR 200MG C/25 TABLETAS (COLLINS)            ;;COLLINS;HERPES LABIAL ;;;
SOVICLOR 200MG C/70 TABLETAS (COLLINS)            ;;;;;;
